State,District,Market,Commodity,Variety,Arrival_Date,Min Price,Max Price,Modal Price
Maharashtra,Pune,Pune,Kakada,Other,03/09/2022,20000,40000,30000
Maharashtra,Pune,Pune,Lentil (Masur)(Whole),Other,03/09/2022,7200,7800,7500
Maharashtra,Pune,Pune,Maize,Deshi Red,03/09/2022,2800,3000,2900
Maharashtra,Pune,Pune,Ragi (Finger Millet),Other,03/09/2022,3600,3800,3700
Maharashtra,Pune,Pune,Wheat,Sharbati,03/09/2022,4300,5200,4750
Maharashtra,Pune,Pune(Khadiki),Beetroot,Other,03/09/2022,1500,1500,1500
Maharashtra,Pune,Pune(Khadiki),Bhindi(Ladies Finger),Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Khadiki),Bottle gourd,Other,03/09/2022,1000,1500,1250
Maharashtra,Pune,Pune(Khadiki),Brinjal,Other,03/09/2022,2000,2500,2250
Maharashtra,Pune,Pune(Khadiki),Cabbage,Other,03/09/2022,1000,1300,1250
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,03/09/2022,1600,1600,1600
Maharashtra,Pune,Pune(Khadiki),Cauliflower,Other,03/09/2022,2500,2500,2500
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,03/09/2022,7,10,9
Maharashtra,Pune,Pune(Khadiki),Cucumbar(Kheera),Other,03/09/2022,700,1300,1000
Maharashtra,Pune,Pune(Khadiki),Ginger(Green),Other,03/09/2022,2500,2500,2500
Maharashtra,Pune,Pune(Khadiki),Green Chilli,Other,03/09/2022,2500,3000,2750
Maharashtra,Pune,Pune(Khadiki),Methi(Leaves),Other,03/09/2022,8,10,9
Maharashtra,Pune,Pune(Khadiki),Onion,Local,03/09/2022,1200,1400,1300
Maharashtra,Pune,Pune(Khadiki),Potato,Other,03/09/2022,1600,1600,1600
Maharashtra,Pune,Pune(Khadiki),Spinach,Other,03/09/2022,6,10,8
Maharashtra,Pune,Pune(Khadiki),Tomato,Local,03/09/2022,700,1200,950
Maharashtra,Pune,Pune(Moshi),Apple,Other,03/09/2022,5000,7000,6000
Maharashtra,Pune,Pune(Moshi),Banana,Other,03/09/2022,1500,6000,3750
Maharashtra,Pune,Pune(Moshi),Beans,Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,03/09/2022,1500,2000,1750
Maharashtra,Pune,Pune(Moshi),Bhindi(Ladies Finger),Other,03/09/2022,2500,3000,2750
Maharashtra,Pune,Pune(Moshi),Bitter gourd,Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Bottle gourd,Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Brinjal,Other,03/09/2022,1500,2500,2000
Maharashtra,Pune,Pune(Moshi),Cabbage,Other,03/09/2022,1000,1500,1250
Maharashtra,Pune,Pune(Moshi),Carrot,Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Cauliflower,Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Chikoos(Sapota),Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Chilly Capsicum,Other,03/09/2022,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Coriander(Leaves),Other,03/09/2022,7,10,9
Maharashtra,Pune,Pune(Moshi),Cucumbar(Kheera),Other,03/09/2022,1000,1500,1250
Maharashtra,Pune,Pune(Moshi),Garlic,Other,03/09/2022,2000,2500,2250
Maharashtra,Pune,Pune(Moshi),Ginger(Green),Other,03/09/2022,1600,2000,1800
Maharashtra,Pune,Pune(Moshi),Green Chilli,Other,03/09/2022,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Guar,Other,03/09/2022,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),Lime,Other,03/09/2022,3500,3500,3500
Maharashtra,Pune,Pune(Moshi),Little gourd (Kundru),Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Methi(Leaves),Other,03/09/2022,12,15,14
Maharashtra,Pune,Pune(Moshi),Mint(Pudina),Other,03/09/2022,4,5,5
Maharashtra,Pune,Pune(Moshi),Onion Green,Other,03/09/2022,10,15,13
Maharashtra,Pune,Pune(Moshi),Papaya,Other,03/09/2022,2000,2000,2000
Maharashtra,Pune,Pune(Moshi),Peas Wet,Other,03/09/2022,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),Pineapple,Other,03/09/2022,4000,4000,4000
Maharashtra,Pune,Pune(Moshi),Pointed gourd (Parval),Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Pomegranate,Other,03/09/2022,6000,7000,6500
Maharashtra,Pune,Pune(Moshi),Raddish,Other,03/09/2022,8,10,9
Maharashtra,Pune,Pune(Moshi),Ridgeguard(Tori),Other,03/09/2022,2500,3000,2750
Maharashtra,Pune,Pune(Moshi),Seetapal,Other,03/09/2022,5000,5000,5000
Maharashtra,Pune,Pune(Moshi),Spinach,Other,03/09/2022,5,7,6
Maharashtra,Pune,Pune(Moshi),Sweet Potato,Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Tomato,Local,03/09/2022,800,1500,1150
Maharashtra,Pune,Pune(Pimpri),Beans,Other,03/09/2022,3000,4000,3500
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,03/09/2022,3500,3500,3500
Maharashtra,Pune,Pune(Pimpri),Bhindi(Ladies Finger),Other,03/09/2022,3000,3000,3000
Maharashtra,Pune,Pune(Pimpri),Bottle gourd,Other,03/09/2022,1400,1800,1600
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,03/09/2022,2500,2500,2500
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,03/09/2022,1600,1800,1700
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,03/09/2022,3500,3500,3500
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,03/09/2022,6,9,8
Maharashtra,Pune,Pune(Pimpri),Cucumbar(Kheera),Other,03/09/2022,2000,2500,2250
Maharashtra,Pune,Pune(Pimpri),Green Chilli,Other,03/09/2022,4000,4000,4000
Maharashtra,Pune,Pune(Pimpri),Guar,Other,03/09/2022,3000,5000,4000
Maharashtra,Pune,Pune(Pimpri),Onion,Local,03/09/2022,1200,1200,1200
Maharashtra,Pune,Pune(Pimpri),Peas Wet,Other,03/09/2022,5000,7000,6000
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,03/09/2022,8,9,9
Maharashtra,Raigad,Panvel,Beans,Other,03/09/2022,4500,5000,4750
Maharashtra,Raigad,Panvel,Bhindi(Ladies Finger),Other,03/09/2022,2800,3000,2900
Maharashtra,Raigad,Panvel,Bitter gourd,Other,03/09/2022,2000,2500,2250
Maharashtra,Raigad,Panvel,Brinjal,Other,03/09/2022,1800,2000,1900
Maharashtra,Raigad,Panvel,Cauliflower,Other,03/09/2022,2000,2500,2250
Maharashtra,Raigad,Panvel,Little gourd (Kundru),Other,03/09/2022,3000,3200,3100
Maharashtra,Raigad,Panvel,Ridgeguard(Tori),Other,03/09/2022,2000,2500,2250
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Apple,Other,03/09/2022,5000,10000,7500
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Chikoos(Sapota),Other,03/09/2022,1000,4000,2500
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Ginger(Green),Other,03/09/2022,2500,4000,3250
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,03/09/2022,400,1700,1050
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Orange,Other,03/09/2022,2000,5000,3500
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Papaya,Other,03/09/2022,500,1500,1000
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Pomegranate,Other,03/09/2022,3000,8000,5500
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Potato,Other,03/09/2022,1700,2200,1950
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Seetapal,Other,03/09/2022,2000,7000,4500
Maharashtra,Satara,Karad,Beans,Other,03/09/2022,2500,3500,3500
Maharashtra,Satara,Karad,Bhindi(Ladies Finger),Other,03/09/2022,2000,3500,3500
Maharashtra,Satara,Karad,Bitter gourd,Other,03/09/2022,2000,3000,3000
Maharashtra,Satara,Karad,Bottle gourd,Other,03/09/2022,800,1200,1200
Maharashtra,Satara,Karad,Brinjal,Other,03/09/2022,500,1000,1000
Maharashtra,Satara,Karad,Cabbage,Other,03/09/2022,800,1200,1200
Maharashtra,Satara,Karad,Cauliflower,Other,03/09/2022,2000,3000,3000
Maharashtra,Satara,Karad,Chilly Capsicum,Other,03/09/2022,1500,2500,2500
Maharashtra,Satara,Karad,Cucumbar(Kheera),Other,03/09/2022,1000,1500,1500
Maharashtra,Satara,Karad,Drumstick,Other,03/09/2022,3000,4000,4000
Maharashtra,Satara,Karad,Ginger(Green),Other,03/09/2022,1500,2500,2500
Maharashtra,Satara,Karad,Green Chilli,Other,03/09/2022,2500,3500,3500
Maharashtra,Satara,Karad,Guar,Other,03/09/2022,2000,4000,4000
Maharashtra,Satara,Karad,Onion,Other,03/09/2022,500,1300,1300
Maharashtra,Satara,Karad,Peas Wet,Other,03/09/2022,3000,5000,5000
Maharashtra,Satara,Karad,Ridgeguard(Tori),Other,03/09/2022,2000,3000,3000
Maharashtra,Satara,Karad,Snakeguard,Other,03/09/2022,2000,2500,2500
Maharashtra,Satara,Karad,Tomato,Other,03/09/2022,800,1000,1000
Maharashtra,Satara,Vaduj,Green Gram (Moong)(Whole),Other,03/09/2022,7300,7400,7350
Maharashtra,Satara,Vaduj,Jowar(Sorghum),Other,03/09/2022,2650,2750,2700
Maharashtra,Satara,Vaduj,Wheat,Maharashtra 2189,03/09/2022,2300,2400,2350
Maharashtra,Satara,Vai,Bhindi(Ladies Finger),Other,03/09/2022,3000,4000,3500
Maharashtra,Satara,Vai,Brinjal,Other,03/09/2022,2500,3000,2750
Maharashtra,Satara,Vai,Cucumbar(Kheera),Other,03/09/2022,2000,2500,2250
Maharashtra,Satara,Vai,Ginger(Green),Other,03/09/2022,2500,3000,2750
Maharashtra,Satara,Vai,Green Chilli,Other,03/09/2022,4500,5500,5000
Maharashtra,Satara,Vai,Onion,Local,03/09/2022,700,1400,1100
Maharashtra,Satara,Vai,Potato,Other,03/09/2022,2000,2200,2100
Maharashtra,Satara,Vai,Tomato,Local,03/09/2022,1000,1800,1400
Maharashtra,Sholapur,Akkalkot,Black Gram (Urd Beans)(Whole),Other,03/09/2022,7000,7700,7500
Maharashtra,Sholapur,Akkalkot,Green Gram (Moong)(Whole),Green (Whole),03/09/2022,6000,7000,6500
Maharashtra,Sholapur,Dudhani,Black Gram (Urd Beans)(Whole),Other,03/09/2022,7000,7680,7340
Maharashtra,Sholapur,Dudhani,Green Gram (Moong)(Whole),Green (Whole),03/09/2022,7050,7205,7130
Maharashtra,Sholapur,Mangal Wedha,Bhindi(Ladies Finger),Other,03/09/2022,400,2000,1500
Maharashtra,Sholapur,Mangal Wedha,Bitter gourd,Other,03/09/2022,1000,2500,2000
Maharashtra,Sholapur,Mangal Wedha,Brinjal,Other,03/09/2022,300,6200,2500
Maharashtra,Sholapur,Mangal Wedha,Coriander(Leaves),Other,03/09/2022,2,5,3
Maharashtra,Sholapur,Mangal Wedha,Cucumbar(Kheera),Other,03/09/2022,700,3000,2300
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,03/09/2022,1500,3600,2500
Maharashtra,Sholapur,Mangal Wedha,Ridgeguard(Tori),Other,03/09/2022,1000,3500,2200
Maharashtra,Sholapur,Mangal Wedha,Tomato,Other,03/09/2022,200,1300,800
Maharashtra,Sholapur,Pandharpur,Banana,Other,03/09/2022,540,1026,655
Maharashtra,Sholapur,Pandharpur,Beans,Other,03/09/2022,4000,4000,4000
Maharashtra,Sholapur,Pandharpur,Bhindi(Ladies Finger),Other,03/09/2022,500,1500,1000
Maharashtra,Sholapur,Pandharpur,Bitter gourd,Other,03/09/2022,500,2500,1500
Maharashtra,Sholapur,Pandharpur,Brinjal,Other,03/09/2022,500,5000,2660
Maharashtra,Sholapur,Pandharpur,Cabbage,Other,03/09/2022,200,1500,1000
Maharashtra,Sholapur,Pandharpur,Cauliflower,Other,03/09/2022,500,2000,1000
Maharashtra,Sholapur,Pandharpur,Chilly Capsicum,Other,03/09/2022,500,1000,500
Maharashtra,Sholapur,Pandharpur,Coriander(Leaves),Other,03/09/2022,2,6,3
Maharashtra,Sholapur,Pandharpur,Cucumbar(Kheera),Other,03/09/2022,1000,2500,1500
Maharashtra,Sholapur,Pandharpur,Ginger(Dry),Other,03/09/2022,1500,1500,1500
Maharashtra,Sholapur,Pandharpur,Green Chilli,Other,03/09/2022,1000,3500,2000
Maharashtra,Sholapur,Pandharpur,Guar,Other,03/09/2022,2000,9500,6000
Maharashtra,Sholapur,Pandharpur,Methi(Leaves),Other,03/09/2022,5,9,6
Maharashtra,Sholapur,Pandharpur,Onion,Red,03/09/2022,200,1600,900
Maharashtra,Sholapur,Pandharpur,Peas Wet,Other,03/09/2022,3000,3000,3000
Maharashtra,Sholapur,Pandharpur,Pomegranate,Other,03/09/2022,1000,11100,6000
Maharashtra,Sholapur,Pandharpur,Spinach,Other,03/09/2022,2,5,3
Maharashtra,Sholapur,Pandharpur,Tomato,Other,03/09/2022,200,900,600
Maharashtra,Sholapur,Sangola,Pomegranate,Other,03/09/2022,1500,8600,5000
Maharashtra,Sholapur,Solapur,Apple,Other,03/09/2022,4000,7200,5500
Maharashtra,Sholapur,Solapur,Beans,Other,03/09/2022,1000,4000,2000
Maharashtra,Sholapur,Solapur,Bhindi(Ladies Finger),Other,03/09/2022,400,2500,1000
Maharashtra,Sholapur,Solapur,Bitter gourd,Other,03/09/2022,1500,2500,2000
Maharashtra,Sholapur,Solapur,Black Gram (Urd Beans)(Whole),Mogan Medium,03/09/2022,6800,7575,7355
Maharashtra,Sholapur,Solapur,Brinjal,Other,03/09/2022,800,3000,1500
Maharashtra,Sholapur,Solapur,Cabbage,Other,03/09/2022,500,1000,700
Maharashtra,Sholapur,Solapur,Carrot,Other,03/09/2022,1200,3800,2200
Maharashtra,Sholapur,Solapur,Cauliflower,Other,03/09/2022,720,1520,1040
Maharashtra,Sholapur,Solapur,Chikoos(Sapota),Other,03/09/2022,3000,5500,4500
Maharashtra,Sholapur,Solapur,Chilly Capsicum,Other,03/09/2022,450,1200,600
Maharashtra,Sholapur,Solapur,Coriander(Leaves),Other,03/09/2022,200,800,500
Maharashtra,Sholapur,Solapur,Cucumbar(Kheera),Other,03/09/2022,600,5500,2500
Maharashtra,Sholapur,Solapur,Green Chilli,Other,03/09/2022,2500,3300,3000
Maharashtra,Sholapur,Solapur,Green Gram (Moong)(Whole),Green (Whole),03/09/2022,5200,6905,6685
Maharashtra,Sholapur,Solapur,Guar,Other,03/09/2022,2500,5000,3500
Maharashtra,Sholapur,Solapur,Guava,Other,03/09/2022,2500,4500,3500
Maharashtra,Sholapur,Solapur,Gur(Jaggery),Yellow,03/09/2022,3102,3165,3150
Maharashtra,Sholapur,Solapur,Lime,Other,03/09/2022,3000,5650,4000
Maharashtra,Sholapur,Solapur,Methi(Leaves),Other,03/09/2022,800,1000,800
Maharashtra,Sholapur,Solapur,Onion,Red,03/09/2022,100,2100,900
Maharashtra,Sholapur,Solapur,Onion Green,Other,03/09/2022,700,800,700
Maharashtra,Sholapur,Solapur,Papaya,Other,03/09/2022,300,300,300
Maharashtra,Sholapur,Solapur,Pomegranate,Other,03/09/2022,1500,23500,4100
Maharashtra,Sholapur,Solapur,Potato,Other,03/09/2022,800,2550,1600
Maharashtra,Sholapur,Solapur,Rajgir,Other,03/09/2022,300,400,300
Maharashtra,Sholapur,Solapur,Rice,Other,03/09/2022,3005,6310,3705
Maharashtra,Sholapur,Solapur,Ridgeguard(Tori),Other,03/09/2022,500,3500,1800
Maharashtra,Sholapur,Solapur,Seetapal,Other,03/09/2022,2500,6000,4000
Maharashtra,Sholapur,Solapur,Spinach,Other,03/09/2022,200,600,400
Maharashtra,Sholapur,Solapur,Tomato,Other,03/09/2022,200,2000,800
Maharashtra,Sholapur,Solapur,Wheat,Sharbati,03/09/2022,2310,3310,2715
Maharashtra,Thane,Murbad,Bhindi(Ladies Finger),Other,03/09/2022,5000,6000,5500
Maharashtra,Thane,Palghar,Rice,1009 Kar,03/09/2022,5851,5851,5851
Maharashtra,Vashim,Karanja,Arhar (Tur/Red Gram)(Whole),Other,03/09/2022,6800,7600,7270
Maharashtra,Vashim,Karanja,Bengal Gram(Gram)(Whole),Other,03/09/2022,4200,4500,4300
Maharashtra,Vashim,Karanja,Soyabean,Other,03/09/2022,4500,5230,4900
Maharashtra,Vashim,Karanja,Wheat,Other,03/09/2022,2365,2470,2430
Maharashtra,Vashim,Washim,Black Gram (Urd Beans)(Whole),Other,03/09/2022,4000,4500,4200
Maharashtra,Vashim,Washim,Green Gram (Moong)(Whole),Other,03/09/2022,5300,6150,6000
Maharashtra,Vashim,Washim,Jowar(Sorghum),Other,03/09/2022,1800,2000,1900
Maharashtra,Vashim,Washim,Soyabean,Yellow,03/09/2022,4950,5151,5000
Maharashtra,Vashim,Washim,Turmeric,Other,03/09/2022,5450,7200,6000
Maharashtra,Vashim,Washim,Wheat,Maharashtra 2189,03/09/2022,1900,2450,2000
Maharashtra,Vashim,Washim(Ansing),Arhar (Tur/Red Gram)(Whole),Other,03/09/2022,6850,7155,6950
Maharashtra,Vashim,Washim(Ansing),Soyabean,Yellow,03/09/2022,4750,5150,4950
Maharashtra,Vashim,Washim(Ansing),Wheat,Maharashtra 2189,03/09/2022,2000,2250,2100
Maharashtra,Wardha,Hinganghat,Arhar (Tur/Red Gram)(Whole),Other,03/09/2022,6600,7660,7010
Maharashtra,Wardha,Hinganghat,Bengal Gram(Gram)(Whole),Other,03/09/2022,3600,4465,4005
Maharashtra,Wardha,Hinganghat,Soyabean,Yellow,03/09/2022,4600,5180,4910
Maharashtra,Wardha,Hinganghat,Wheat,Other,03/09/2022,2000,2395,2170
Maharashtra,Wardha,Sindi(Selu),Arhar (Tur/Red Gram)(Whole),Other,03/09/2022,6630,7200,7050
Maharashtra,Wardha,Sindi(Selu),Bengal Gram(Gram)(Whole),Other,03/09/2022,4050,4490,4350
Maharashtra,Wardha,Sindi(Selu),Soyabean,Yellow,03/09/2022,4400,4700,4600
Maharashtra,Wardha,Sindi(Selu),Wheat,Other,03/09/2022,2000,2335,2300
Nagaland,Kohima,Kohima,Beans,Beans (Whole),03/09/2022,6500,7000,6700
Nagaland,Kohima,Kohima,Cabbage,Cabbage,03/09/2022,3700,4200,3900
Nagaland,Kohima,Kohima,Ginger(Green),Green Ginger,03/09/2022,5500,6000,5800
Nagaland,Kohima,Kohima,Green Chilli,Green Chilly,03/09/2022,7100,7500,7300
Nagaland,Kohima,Kohima,Potato,Potato,03/09/2022,3300,4000,3700
NCT of Delhi,Delhi,Azadpur,Apple,Delicious,03/09/2022,1333,5000,3333
NCT of Delhi,Delhi,Azadpur,Apple,Golden,03/09/2022,2500,6000,4000
NCT of Delhi,Delhi,Azadpur,Apple,Kullu Royal Delicious,03/09/2022,1600,8000,4087
NCT of Delhi,Delhi,Azadpur,Apple,Royal Delicious,03/09/2022,7200,11000,8350
NCT of Delhi,Delhi,Azadpur,Banana,Khandesh,03/09/2022,1200,1600,1400
NCT of Delhi,Delhi,Azadpur,Banana - Green,Banana - Green,03/09/2022,1000,1800,1500
NCT of Delhi,Delhi,Azadpur,Beetroot,Beetroot,03/09/2022,1000,2200,1600
NCT of Delhi,Delhi,Azadpur,Bhindi(Ladies Finger),Bhindi,03/09/2022,500,1800,1150
NCT of Delhi,Delhi,Azadpur,Bitter gourd,Bitter Gourd,03/09/2022,1000,3500,2500
NCT of Delhi,Delhi,Azadpur,Bottle gourd,Bottle Gourd,03/09/2022,500,1800,1250
NCT of Delhi,Delhi,Azadpur,Brinjal,Brinjal,03/09/2022,500,1500,1000
NCT of Delhi,Delhi,Azadpur,Cabbage,Cabbage,03/09/2022,1200,2600,2100
NCT of Delhi,Delhi,Azadpur,Capsicum,Capsicum,03/09/2022,2500,4500,3500
NCT of Delhi,Delhi,Azadpur,Carrot,Carrot,03/09/2022,800,2500,1600
NCT of Delhi,Delhi,Azadpur,Cauliflower,Cauliflower,03/09/2022,1500,5500,3700
NCT of Delhi,Delhi,Azadpur,Chikoos(Sapota),Sapota,03/09/2022,1800,5000,3400
NCT of Delhi,Delhi,Azadpur,Coriander(Leaves),Coriander,03/09/2022,6000,12000,9500
NCT of Delhi,Delhi,Azadpur,Cucumbar(Kheera),Cucumbar,03/09/2022,1500,3000,2275
NCT of Delhi,Delhi,Azadpur,Ginger(Green),Green Ginger,03/09/2022,1500,6000,3750
NCT of Delhi,Delhi,Azadpur,Green Chilli,Green Chilly,03/09/2022,2000,4500,3200
NCT of Delhi,Delhi,Azadpur,Guar,Gwar,03/09/2022,2500,4500,3500
NCT of Delhi,Delhi,Azadpur,Guava,Guava,03/09/2022,500,11000,4440
NCT of Delhi,Delhi,Azadpur,Lemon,Other,03/09/2022,3000,7000,5250
NCT of Delhi,Delhi,Azadpur,Mango,Fazli,03/09/2022,6667,20000,12917
NCT of Delhi,Delhi,Azadpur,Mango (Raw-Ripe),Mango - Raw-Ripe,03/09/2022,8000,12000,10000
NCT of Delhi,Delhi,Azadpur,Methi(Leaves),Methi,03/09/2022,3000,6000,5000
NCT of Delhi,Delhi,Azadpur,Mousambi(Sweet Lime),Mousambi,03/09/2022,600,3000,1925
NCT of Delhi,Delhi,Azadpur,Onion,Onion,03/09/2022,500,1875,1250
NCT of Delhi,Delhi,Azadpur,Orange,Other,03/09/2022,1800,9000,4375
NCT of Delhi,Delhi,Azadpur,Papaya,Papaya,03/09/2022,950,2000,1250
NCT of Delhi,Delhi,Azadpur,Peas Wet,Peas Wet,03/09/2022,6000,14000,10000
NCT of Delhi,Delhi,Azadpur,Pineapple,Pine Apple,03/09/2022,1300,6500,3475
NCT of Delhi,Delhi,Azadpur,Pointed gourd (Parval),Other,03/09/2022,1000,3500,2250
NCT of Delhi,Delhi,Azadpur,Pomegranate,Pomogranate,03/09/2022,3000,15000,5667
NCT of Delhi,Delhi,Azadpur,Potato,Potato,03/09/2022,400,1800,1290
NCT of Delhi,Delhi,Azadpur,Pumpkin,Pumpkin,03/09/2022,500,1800,1150
NCT of Delhi,Delhi,Azadpur,Raddish,Raddish,03/09/2022,750,2000,1375
NCT of Delhi,Delhi,Azadpur,Season Leaves,Season Leaves,03/09/2022,2000,4000,3000
NCT of Delhi,Delhi,Azadpur,Spinach,Spinach,03/09/2022,1000,2000,1650
NCT of Delhi,Delhi,Azadpur,Sweet Potato,Sweet Potato,03/09/2022,2500,3800,3500
NCT of Delhi,Delhi,Azadpur,Tender Coconut,Tender Coconut,03/09/2022,125,250,200
NCT of Delhi,Delhi,Azadpur,Tomato,Tomato,03/09/2022,800,3200,2364
NCT of Delhi,Delhi,Azadpur,Water Melon,Water Melon,03/09/2022,800,1800,1400
NCT of Delhi,Delhi,Azadpur,Yam (Ratalu),Other,03/09/2022,1200,1600,1400
NCT of Delhi,Delhi,Keshopur,Bitter gourd,Bitter Gourd,03/09/2022,3000,4000,3500
NCT of Delhi,Delhi,Keshopur,Bottle gourd,Bottle Gourd,03/09/2022,800,1800,1300
NCT of Delhi,Delhi,Keshopur,Brinjal,Brinjal,03/09/2022,1600,2400,2000
NCT of Delhi,Delhi,Keshopur,Cabbage,Cabbage,03/09/2022,3000,4000,3500
NCT of Delhi,Delhi,Keshopur,Capsicum,Capsicum,03/09/2022,4000,6000,5000
NCT of Delhi,Delhi,Keshopur,Cauliflower,Cauliflower,03/09/2022,3000,5000,4000
NCT of Delhi,Delhi,Keshopur,Cucumbar(Kheera),Cucumbar,03/09/2022,2000,2600,2300
NCT of Delhi,Delhi,Keshopur,Onion,Onion,03/09/2022,1300,1700,1500
NCT of Delhi,Delhi,Keshopur,Potato,Potato,03/09/2022,1000,2000,1500
NCT of Delhi,Delhi,Keshopur,Pumpkin,Pumpkin,03/09/2022,1200,1800,1500
NCT of Delhi,Delhi,Keshopur,Raddish,Raddish,03/09/2022,2000,3600,2800
NCT of Delhi,Delhi,Keshopur,Tomato,Tomato,03/09/2022,1650,3650,2700
Odisha,Balasore,Jaleswar,Brinjal,Other,03/09/2022,2500,3500,3000
Odisha,Balasore,Jaleswar,Garlic,Other,03/09/2022,5000,5500,5300
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,03/09/2022,5500,6000,5800
Odisha,Balasore,Jaleswar,Onion,Other,03/09/2022,1800,2000,1900
Odisha,Balasore,Jaleswar,Potato,Other,03/09/2022,1800,2200,2000
Odisha,Balasore,Jaleswar,Tomato,Other,03/09/2022,4000,4500,4300
Odisha,Balasore,Nilagiri,Bhindi(Ladies Finger),Other,03/09/2022,2300,2400,2350
Odisha,Balasore,Nilagiri,Onion,Other,03/09/2022,1500,1600,1550
Odisha,Balasore,Nilagiri,Potato,Other,03/09/2022,1900,2000,1950
Odisha,Balasore,Nilagiri,Pumpkin,Other,03/09/2022,1300,1500,1400
Odisha,Bargarh,Attabira,Paddy(Dhan)(Common),Other,03/09/2022,1940,1960,1940
Odisha,Bargarh,Bargarh,Bhindi(Ladies Finger),Other,03/09/2022,1800,2000,1900
Odisha,Bargarh,Bargarh,Brinjal,Other,03/09/2022,700,900,800
Odisha,Bargarh,Bargarh,Onion,Other,03/09/2022,2100,2300,2200
Odisha,Bargarh,Bargarh,Potato,Other,03/09/2022,1400,1600,1500
Odisha,Bargarh,Bargarh,Tomato,Other,03/09/2022,2100,2300,2200
Odisha,Bargarh,Bargarh(Barapalli),Brinjal,Other,03/09/2022,700,900,800
Odisha,Bargarh,Bargarh(Barapalli),Cabbage,Cabbage,03/09/2022,1400,1600,1500
Odisha,Bargarh,Bargarh(Barapalli),Onion,Other,03/09/2022,1600,1800,1700
Odisha,Bargarh,Bargarh(Barapalli),Potato,Other,03/09/2022,2100,2300,2200
Odisha,Bargarh,Bargarh(Barapalli),Tomato,Other,03/09/2022,1800,2000,1900
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,03/09/2022,1940,1960,1940
Odisha,Dhenkanal,Hindol,Banana - Green,Other,03/09/2022,2500,2700,2600
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,03/09/2022,5500,6000,5800
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,03/09/2022,5800,6000,5900
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,03/09/2022,4000,5000,4500
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,03/09/2022,4400,4600,4500
Odisha,Dhenkanal,Hindol,Onion,Other,03/09/2022,1800,2200,2000
Odisha,Dhenkanal,Hindol,Pointed gourd (Parval),Other,03/09/2022,4500,5000,4800
Odisha,Dhenkanal,Hindol,Potato,Potato,03/09/2022,2500,2700,2600
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,03/09/2022,1500,1700,1600
Odisha,Dhenkanal,Hindol,Tomato,Tomato,03/09/2022,3400,3600,3500
Odisha,Dhenkanal,Kamakhyanagar,Bhindi(Ladies Finger),Bhindi,03/09/2022,7000,7500,7000
Odisha,Dhenkanal,Kamakhyanagar,Bitter gourd,Bitter Gourd,03/09/2022,6000,6200,6000
Odisha,Dhenkanal,Kamakhyanagar,Brinjal,Brinjal,03/09/2022,6000,6200,6000
Odisha,Dhenkanal,Kamakhyanagar,Cabbage,Cabbage,03/09/2022,4000,4200,4000
